x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;y;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72
1065315,621;161697;12581;6334;0;243;207;3349;118554;17948;2481;1292;141780;18463;133;29;58198;5768;43556;879;4781;1986;52609;4781;808;2044;103,9648514;122,9157612;106,9579931;88,34827315;112,5818575;94,32728328;105,1145155;107,6280734;108,9662028;99,8255268;1256136;693293;532855;29988;581929;181996;166271;15725;3028;29862;16683;1259;6980;4940;13452466;1328446;8335406;915994;248690;1743906;880024;106,0624732;80301,93637;148;258132;1278190,317;1140363,224;473849,634;62502,13392;351745,2578;1065695,77;552064,96;449047,553;7611;100864;4178170;508,689244
1103248,03;99167;10075;3977;226;600;161;520;69435;11945;2228;859;85757;12306;236;9;55716;6536;42175;335;5279;1391;49999;5279;438;2959;101,3218684;116,6599802;97,81223363;95,56575425;108,1504522;95,48251542;102,5672738;99,29767144;82,30319407;98,53924696;1209058;684621;501648;22789;597963;156782;145834;10948;2462;24262;12911;2445;6420;2486;19402199,54;2110734,859;12594290,81;1206297,072;285206,036;2247571,682;958099,084;94,54068644;71945,99739;148;258132;1222866,532;955704,394;578210,747;66298,153;295358,6928;935937,0149;473237,78;474037,438;9077;109570;3823828;491,5738541
1155699,874;54890;6173;2366;149;570;170;221;25932;16673;2636;433;37115;17146;168;28;76907;6299;64851;719;4380;658;72207;4380;320;4734;104,4431208;129,970841;99,91483476;110,7684474;64,13001136;109,241619;99,6221894;103,93902;103,4111795;98,54017232;1256884;715512;525208;16164;648136;94532;83520;11012;1565;39536;16793;3976;17103;1664;25071057,35;3211825,826;16527186,31;1371077,662;285206,036;2599987,491;1075711,964;94,99877636;72225,44239;148;258132;1351453,299;1130210,787;488018,189;36392,451;306323,665;921329,88;777223,36;476787,181;9796;96992;3806528;502,31357
1170478,848;39425;5222;450;1318;107;8;341;19177;11231;1571;226;27373;11631;176;19;57853;3508;47227;611;5587;920;51945;5587;321;2950;104,6930112;123,2538874;104,050558;103,6241906;92,23355941;104,3142348;95,75548603;88,30137109;97,11146502;97,70043547;1334296;664000;654829;15467;676617;241148;221278;19870;4251;51446;33977;2658;12135;2676;32318766,25;3607793,191;19332180,4;1613818,605;285206,036;6380599,188;1098922,688;97,24677948;74003,37614;149;259850;1154939,396;1012132,781;432901,122;46949,839;232821,846;998981,4041;551159,713;384109,214;10409;100284;3576629;492,0746847
1149865,806;11168;0;0;1631;0;0;462;69;7539;1467;171;2732;8007;218;40;49579;205;42497;1254;4785;838;44137;4785;657;2948;99,15668614;83,89841486;99,80110296;107,3137197;100,720533;99,31714139;91,48534503;94,16547043;110,0103161;98,34056332;1684831;658577;1005858;20396;682923;132697;116814;15883;2242;74365;62229;1469;8533;2134;37807578,97;4383469,378;23048820,83;1718592,614;285206,036;7199227,184;1171951,066;96,11600613;73344,69761;148;259637;1587883,357;1047345,259;489199,101;41623,7495;348004,304;1041003,95;709288,362;536932;7797;109846;3959657;560,3439292
1198013,355;3331;0;0;225;0;0;1030;7;112;1957;448;1658;908;175;142;18115;403;14605;1724;622;761;16958;622;535;3686;102,5173054;84,63303761;104,9077594;106,4555097;114,9175783;98,24360655;103,537338;100,0728999;110,6847312;98,70731391;1454020;740025;696110;17819;680750;77441;68182;9259;1362;21963;9382;3554;6436;2591;40222874,93;4732530,894;24473335,2;1910874,375;287953,476;7295902,162;1521904,903;97,37660208;74508,84094;149;261781;1295363,189;1013607,397;313973,773;41933,119;344596,8927;983597,3059;444622,47;536153,917;8819;100864;3795304;632,9837973
1032261,358;2150;0;0;0;0;0;950;3;1;1196;369;1027;542;102;110;474;5;469;0;0;0;474;0;0;2802;94,23240113;76,94389492;87,16651919;103,3962753;102,6563396;93,51861523;93,08692308;97,730057;113,7402346;98,89031372;1315441;611528;674381;29336;625605;83085;77026;6059;1043;26464;19199;2713;3631;921;43357725,61;5104745,31;25987665,15;2090435,16;288019,189;7902869,395;1962621,124;105,1358464;80192,93292;150;262981;1182653,892;1173699,827;497947,537;34847,462;302238,2462;888059,896;697407,577;468648;7873;88456;2638710;544,5320337
1213869,298;8650;1045;0;22;238;3;1475;3660;0;2207;572;6619;1053;221;185;5087;0;0;1764;0;1336;4505;0;582;3671;99,51066325;94,22047227;104,1038098;94,81121235;100,9627906;104,2609141;103,1946717;108,1420946;101,1024547;99,94400816;1748500;356355;1370943;19915;662612;82721;76974;5747;1117;29896;19998;451;7766;1681;48099863,45;6074867,118;28291483,22;2362161,52;288150,615;8674519,014;2366315,328;98,02428555;74983,15196;150;262981;1272566,239;983225,581;489081,919;29475,806;303204,1173;992756,1656;517761,42;442070,117;8380;102408;2710629;586,1119488
1110939,386;58399;15687;1260;13;343;270;1622;37335;0;1869;485;56825;843;169;77;2500;0;0;1488;0;1012;2103;0;397;4168;91,92029725;80,67850158;95,2804249;93,35414194;92,95627119;95,62895097;94,36029119;107,8938007;77,96625187;100,6171685;1464710;223345;1214837;25037;583191;62053;57387;4666;821;30400;9102;10157;7320;3821;54703424,1;6251702,495;33002106,79;2782144,968;288150,615;8910801,313;3426151,292;98,88841708;75705,52785;150;262981;1265807,15;889389,91;554986;37870;230983;873235;520540,06;530439;8945;96854;2684676;507,1119264
1103106,88;12897;1223;497;1014;24;16;2241;5849;0;2033;611;11419;625;146;96;50237;625;47828;1152;0;632;50153;0;84;4594;99,48487706;89,94649653;92,82467897;105,340809;106,2828383;100,7252479;115,5715308;101,6656381;95,74765405;104,261275;1286884;398634;861013;24631;609276;82606;72870;9736;1161;27434;18277;2376;4822;1959;75040356,2;9076721,208;42229833,37;4125313,147;623978,974;14080111,4;4815655,014;128,3801438;97984,15381;151;265097;1289154,51;1165142;453937;52533;347337;972412;645318,51;489229;7107;102468;2960697;459,3193016
1084560,613;15900;0;0;9554;48;0;1935;1;5;4357;2538;12390;800;157;15;47818;4538;42049;1157;0;74;47780;0;38;4484;103,5637213;101,0475199;96,21231196;107,0317825;111,2566185;105,7059525;118,430916;87,7891486;75,26521053;119,1592009;1353295;457155;858494;34869;623248;71137;57468;13669;1209;20116;8424;4124;6892;676;0;0;0;0;0;0;0;93,095376;71200,3242;151;265097;1375854,19;869957,42;646188;33577;323840;904844;615987,61;401140;8931;97100;3446377;434,8214067
989517,1339;9869;0;0;2156;795;0;3352;8;0;3558;2265;6558;907;123;16;78931;9279;67076;2265;0;311;78796;0;135;2978;97,91590334;119,242228;92,80166816;96,11006486;93,33609127;87,64821412;83,14295091;92,99951793;66,38867155;124,3377081;1234197;545782;659787;26439;571675;85957;77802;8155;1201;18052;8148;1405;5010;3489;11719368,13;0;10593455,56;482285,807;88530,52;0;555096,238;95,88904723;73439,05925;151;265097;1079066,223;918513,8415;519862,369;33723,3719;299467,41;909567,6895;291062,621;497482,344;9164;91204;3450172;372,5575282
1194631,71;135158;31319;1282;153;397;374;3095;94921;0;3617;1938;132241;820;126;33;82713;5296;74489;1900;0;1028;81996;0;717;4172;103,9666606;140,904239;104,8035621;78,81412593;99,91208706;103,5080445;114,3746017;107,449875;84,43486006;127,3891935;1307113;683952;594599;26454;591113;80330;72314;8016;1118;27690;7871;8660;9348;1811;20009452,18;0;17788677,82;867215,245;172009,742;390922,403;790626,977;106,9202993;82073,98446;152;270106;1281974,143;1188307,658;554583,353;51836,42978;313474,479;1031401,314;723073,31;402332,698;9460;98822;2955382;420,4171296
1133303,458;106570;43094;1664;91;365;245;3842;53803;0;3466;856;104752;658;272;32;64962;2777;57544;1458;2023;1160;62318;2023;621;3697;106,3204195;131,2723413;103,3103764;102,8070666;98,56015412;95,36703856;108,8558594;41,78333295;78,93173922;127,6937687;1131823;647679;466619;16238;585533;158273;150498;7775;2124;39260;18177;11067;4022;5994;35288568,39;29447,705;25996086,18;1432224,029;172559,742;6186724,008;1471526,724;98,5776838;76069,50345;152;270106;1286813,638;1089631,011;623681,661;31211,594;266725,304;993921,302;590147,85;525650,193;9720;101246;2751299;380,8391971
1074567,744;59476;24590;758;0;561;111;3330;27114;616;2396;348;57715;1138;267;8;64493;2657;47633;903;12662;638;51303;12662;528;3915;108,4808102;120,5322827;103,9122952;103,4390687;113,3005312;98,64747988;104,0215544;92,23367082;105,6425613;129,0071668;1239685;669278;548960;20736;647565;133186;125982;7204;1934;63369;42962;11150;7973;1284;43572267,89;32520,162;33002006,66;1849611,749;237558,593;6566923,335;1883580,222;99,72933907;77036,09592;151;269082;1162155,222;1047001,039;302297,385;36607,091;171964,1698;1015881,874;501978,451;519331,766;9518;101258;2727747;411,2158008
979633,4623;28038;10189;68;639;560;58;2218;11242;1708;1356;167;25549;2118;189;15;72858;1403;56864;787;13339;465;59075;13339;444;4418;103,4762312;93,00003863;107,3729042;104,4948529;103,4280162;96,05450597;95,38217339;94,2056068;108,2334555;130,3918708;1314509;621486;674686;17853;669692;135146;127176;7970;2057;32990;18166;7255;4010;3559;51968170,32;32520,162;37429938,68;2065069,318;237622,027;10130486,29;2072466,68;102,7878493;79617,38668;152;270582;1392513,508;1102436,081;372610,736;52981,7347;283075,8;1034846,617;745503,87;431523,302;12776;106244;2466323;345,2444439
1209679,455;14381;3852;87;12;16;4;2583;6446;37;1344;29;13467;601;236;48;49378;1352;38350;1194;6862;719;41861;6862;655;4602;104,5686713;106,9823668;107,6123217;106,6519161;106,5957053;76,31889135;92,81478189;97,19212277;77,47922335;130,5502262;1364469;583874;753466;26269;687284;154771;145179;9592;2469;45121;30783;3841;3326;7171;59673542,61;54334,647;42044662,78;2407648,197;320060,317;12559580,77;2287117,835;98,02434994;75945,99044;152;270582;1189704,89;1268978,77;367444,385;42808,9317;319700,5452;1027509,936;527879,74;583593,439;10929,5;95523;2834566;459,1238277
1220641,516;4404;0;0;0;0;0;1703;3;1083;1615;132;2105;1889;261;17;11496;15;4029;1042;5737;673;5097;5737;662;4267;102,0543266;89,67525828;98,41222915;106,7555468;104,2389701;98,90909707;107,1520343;99,00696806;98,59834215;131,5443086;1535181;390575;1119547;23450;643251;54544;47064;7480;798;45942;13107;12715;18410;1710;65969500,64;207589,26;46675015,18;2887182,924;320123,751;13390960,57;2488490,896;104,3428908;81384,03943;153;273082;1219698,144;1163521,917;569485,14;31333,18;284731,0623;1050418,01;479172,989;568898;11680;98402;2732727;385,2240293
981768,8916;4163;1;0;62;0;0;2861;0;0;1239;272;3043;665;160;23;0;0;0;0;0;0;0;0;0;2887;96,0821762;74,98244712;89,13601881;103,8060853;106,1455758;87,25382289;88,52757928;102,2648365;113,6637148;129,6751393;1388226;340822;1015859;28954;572128;115121;108026;7095;1340;72520;61112;9157;994;1257;71728597,43;564075,035;51427057,81;3345222,43;320190,917;13458546,89;2613366,286;106,0827286;82592,41828;152;275162;1122618,048;1112133,872;391708,17;37360,272;274842,3264;976261,2796;378480,19;605168,123;9842;94736;2797272;326,916709
1054628,684;4217;0;0;22;0;0;2794;0;16;1385;357;3032;441;315;72;2380;0;0;1012;0;906;1989;0;391;2819;92,71159131;69,02654985;92,5962184;94,29396791;103,1361027;100,1316009;104,042414;106,6146603;67,21268278;127,052757;1506779;290970;1191922;20563;584072;92163;84691;7472;1401;11913;7205;2363;2192;153;79955832,92;1028479,447;57845951,1;3931315,7;378750,541;14018395;2752803,071;102,7183555;80375,52596;152;275162;881742,0413;821712,0775;503999,191;21334,725;224179,7929;766336,0079;362620,63;350317,688;7647;77148;2489546;386,5915148
981152,137;75956;26443;3460;574;977;1404;2538;37315;16;3229;2348;72913;563;108;24;4649;0;0;1212;0;1258;4406;0;243;2873;96,4185663;75,6735255;97,7374571;94,89199216;100,6815172;89,83937068;98,783251;110,1735007;144,9456059;123,5514009;1264480;242967;989718;27546;532519;39369;34195;5174;587;36618;21741;4351;2287;8239;96481208,64;2331264,892;66667175,62;5614120,564;410979,946;18694423,07;2763106,491;95,67424988;75490,43788;142;256100;1114229,672;1117338,945;417829,283;38436,48;287842,774;941355,7901;387175,84;615194,212;8712;91668;2551480;275,970672
995752,542;38988;7521;1199;503;29;782;3325;21547;31;4051;2699;35532;658;93;6;18070;0;16448;1445;6;171;17900;6;164;2464;97,41565553;81,63449991;93,34497481;94,68514901;110,4841921;99,53297815;105,1025145;100,9356835;131,4458135;118,9693099;1323896;477167;805095;36846;623828;115473;110389;5084;1562;21712;6903;3047;7964;3798;118050999,1;3083635,166;83862758,88;6061694,962;813400,438;21233441,85;2995929,748;124,2591083;97571,43133;145;256712;1252669,422;1220976,072;430998,845;35487,602;253173,767;1051404,614;634247,4;534819,712;8109;98750;3074528;327,3105828
917925,854;19268;1;27;10661;0;1;2827;0;468;5283;4303;13721;1159;75;10;73384;1341;69906;1761;83;293;73103;84;197;2955;93,55864266;92,95416558;94,67774906;83,98544476;87,73625275;96,51860038;96,97362387;84,01112635;144,7115802;114,9178962;1294057;369265;881750;38346;647614;157090;150348;6742;2200;36883;16939;4311;5233;10400;167731,956;0;0;167731,956;0;0;0;97,17380454;76771,52865;150;269068;1242045,663;1131205,299;482867,0413;37491,068;252354,195;892061,4693;632916,94;595918,358;8365;89514;3636075;336,5604867
836337,595;18564;0;0;1518;0;0;2887;1;10004;4154;3179;4746;10509;123;7;103183;1248;99734;1286;274;641;102595;274;314;2744;93,12866574;111,6786277;85,78208437;78,48844263;96,58449222;91,69346585;78,34956564;98,08264519;150,2240526;109,3197131;1165335;461931;667171;31936;598733;24434;22162;2272;376;7798;2812;1810;2721;455;9721014,949;0;8329753,437;783205,626;608055,886;0;0;107,0925703;85198,74067;151;270228;986134,3552;922014,493;471675,478;31789,224;150456,8212;1018624,382;193959,13;545108,515;9102;98238;3785978;292,0218923
980262,835;53320;6265;2238;2010;2899;1048;1675;26291;7526;3368;2673;42771;7786;88;2;78192;936;75001;1309;155;791;77646;155;391;2876;98,26054501;116,3641696;96,09881109;82,73819433;103,4948641;89,38410315;98,12546112;107,4018225;127,2880272;99,80530193;1065838;477756;555127;29596;634012;89818;80963;8855;1285;9128;3002;898;808;4420;18264122,34;491330,325;15222519,52;941736,594;888195,545;93803,013;626537,345;124,9030984;99612,14501;152;274647;1247703,407;1172984,833;476749,928;25584,843;240321,9415;1007836,683;646221,82;526307,795;8762;92572;2435882;300,1564015
932767,061;177410;52443;8568;9;5185;4107;1126;94187;10054;1731;1017;166079;10207;104;3;63585;987;60688;1275;145;484;63061;145;379;2681;98,00079773;125,6378486;93,90737851;95,1469516;73,81827784;90,92011365;74,5290486;86,00999105;156,5266153;82,87514211;904139;524132;352876;24632;623739;45051;43613;1438;689;12614;7424;2992;970;1228;26129894,89;1024505,308;21012533,44;1177976,814;1297940,29;678597,381;938341,65;96,89339046;77996,63872;152;274647;1169311,172;865614,513;308246,688;24029,778;265016,4803;914454,401;372852,99;482601,814;6977;94184;1677903;306,5050523
1053476,938;92006;40246;6355;0;3552;1194;2073;33172;3757;1657;340;87443;4056;160;7;69849;526;66967;1210;136;1010;69211;136;502;2954;92,94242677;93,37411511;86,48569463;110,006567;62,06860824;90,04033465;96,62369984;94,32862073;109,6542565;81,49713803;1119031;655590;445730;15595;713031;135491;132280;3211;1589;24167;18197;2920;1597;1453;30921745,06;1204059,761;24299455,65;1613235,066;1328735,623;1185527,348;1290731,612;106,4694085;85585,37574;153;276351;1103423,83;982736,1395;542155,037;24751,322;207695,886;1089950,49;357192,66;431320,934;8796;108474;1949506;321,4016389
954648,0459;25348;12646;1858;0;66;475;3092;6107;62;1042;144;24915;231;56;2;54085;9;51819;1251;75;931;53594;75;416;1811;81,93501038;82,31193045;94,02712745;103,3130436;9,238039725;81,46852669;73,03168584;68,22195769;72,82486562;93,93096395;1066321;594617;450186;20572;670214;52742;48829;3913;928;12573;4435;484;2912;4742;39674488,63;1329885,342;30848791,05;1847337,034;1336251,515;2641927,03;1670296,655;104,0525302;83722,09762;153;276351;1073329,41;764564,52;321905;25763;190463;822383;686224,93;138823;6555;85946;1934623;352,6332704
1056739;12566;5944;96;0;41;41;2294;2905;4;1241;142;11889;437;96;2;27184;11;24626;1552;18;977;26413;18;753;2056;81,73603017;71,87631778;88,02803543;109,6969502;4,811084586;82,50468408;77,07169307;74,16736784;108,4411108;94,21123002;1318933;454017;840550;22804;581471;46403;41632;4771;662;9172;3351;2086;1451;2284;46009616,4;1851608,673;35416443,54;2331292,042;1336251,515;2923483,13;2150537,506;102,7724678;82881,56053;153;276351;1166461,7;685151,5752;604681,89;22881,525;240946,5245;1072074,568;430486,03;108106,153;7806;104034;2191330;360,8085156
1061856;2980;0;0;202;4;0;1678;12;75;1009;100;2207;402;266;5;9531;0;6734;2036;0;761;8783;0;748;1333;85,17925058;56,66239794;100,5450212;106,6953382;27,07352282;91,20789951;82,66956393;84,90234117;121,1583773;95,88213617;1236424;450888;746966;35519;556742;33981;29238;4743;446;17592;3614;5725;3981;4272;52886998,86;2404084,294;40226241,74;2798326,777;1460573,472;3417111,958;2580660,617;138,8697058;112757,7935;153;276351;1144233,973;872467,571;509385,837;37130,567;256099,4711;1010635,7;280967,373;468999;7885;97232;2428451;302,4993957
1005117;3757;0;0;6;0;0;2436;2;22;1291;498;2572;499;178;10;957;0;894;0;0;63;894;0;63;1432;85,91194455;52,24692141;92,72653696;94,188059;84,1861143;96,76881532;89,88508223;99,03825356;90,30695161;97,91771837;1217819;492188;695266;26289;570340;123209;120302;2907;1646;27020;18772;4630;1728;1890;59869978,77;3362725,274;44919306,52;3333618,566;1531534,52;3711095,66;3011698,231;115,0165055;94216,75587;153;276351;1050776,359;864507,5665;278955,649;24057,614;187447,8383;988688,63;273412,67;465734,787;7538;86450;2257016;313,2848466
1104428;5339;0;0;0;0;0;2512;4;0;2823;1847;2754;476;253;9;6363;0;3;1740;21;1120;5748;21;594;1849;102,904575;73,01096441;114,3699965;108,6755611;113,336589;94,63368034;107,3280867;106,2830388;101,935974;103,2076242;1366410;482770;844538;32866;674417;84899;80723;4176;1223;12863;6121;3100;1815;1827;70571389,24;4805136,691;51293599,84;4336793,655;1557198,068;5313896,078;3264764,91;121,0673999;99710,95441;153;276351;1114150,519;1088488,155;402185,402;28476,484;342537,9012;951227,4444;327360,87;581512,458;7550;94078;2706029;314,1466011
947123;66306;34313;3254;212;467;1244;3510;19715;10;3581;2202;63227;669;204;4;6015;0;1203;1963;21;1664;5185;21;809;1580;98,53674929;76,47122209;114,5430405;95,22386307;105,151926;91,95147069;121,6995605;100,9527303;75,49610011;107,564132;1152246;309619;802552;33420;683455;89151;83972;5179;1281;22759;13946;3761;4212;840;83125390,68;6439166,787;59689743,83;4923110,911;2195870,152;5731406,997;4146092,004;113,375351;93222,29176;153;276351;1093559,342;1181747,553;421686,67;33229,593;186293,321;991594,5082;525784,8;571634,265;6737;105548;2976912;298,980296
894506;30577;4989;1545;212;249;414;3670;15521;20;3957;2512;27334;667;60;4;29053;0;23049;1927;111;1123;28616;111;326;1524;102,7937728;70,16629641;111,311211;105,7224477;111,7990551;100,7663686;128,7105311;121,9632615;100,0334453;111,2998945;1247234;427523;771735;40578;705286;67119;62644;4475;872;16330;11913;2186;1731;500;110249384,8;10915886,13;75078145,82;5491269,039;4122575,461;9214302,721;5427205,624;150,1061871;123641,468;154;278467;1154532,555;1295098,045;424360,642;35510,296;283712,17;998288,7076;541692,17;625937,553;6025;93792;3200470;320,7931755
916440,902;20933;0;0;13620;21;77;2102;12;2349;2752;1961;16116;2820;34;0;85575;7194;76790;1467;44;80;85529;44;2;2315;103,3514193;111,8866176;96,25847466;97,37913369;106,5303045;98,49273549;119,1770353;98,54492631;117,0149698;114,790448;1278657;526424;697331;47876;693414;94034;90873;3161;1065;27007;17436;1058;3873;4640;1458929,339;0;0;262356,194;1196573,145;0;0;113,4186099;94077,03125;154;278467;880349,4841;978575,6445;374850,959;37808,856;290084,5136;631819,785;429400,83;507620;6368;64042;3052961;345,4503386
852805,435;10729;0;0;2411;47;0;2570;1;2299;3401;2534;5379;2775;40;0;84110;1838;80524;705;125;918;83912;125;73;1995;100,9429155;110,8419272;98,99494452;94,36790862;101,778719;89,81879628;106,1039173;88,94639175;107,5326987;120,2634625;1044306;530963;481411;26254;616493;122274;117868;4406;1490;17018;8789;1195;2647;4387;12022794,94;1093895,688;7360266,094;522606,021;2660308,089;0;385719,052;109,0581774;90133,87865;154;278467;863766,5175;1163474,746;349081,721;45650,803;208435,564;715473,4448;434456,69;668875,565;6548;71356;3314211;309,8306797
939977,0682;242851;54843;11266;0;433;620;3281;165187;3192;4029;2901;236164;3615;169;0;76789;1519;72786;1127;190;1167;75839;190;760;1805;116,6649086;142,2009245;118,7299524;100,341669;112,5470505;99,44758411;144,3257234;105,7410883;114,1796253;123,6280448;1038423;560562;438675;32251;610800;145332;140365;4967;2049;35160;32551;683;706;1220;22214606,02;2142870,166;14208837,58;639993,91;3745363,407;437647,235;1039893,723;123,4759476;101570,2729;153;277667;1169539,95;1085843,622;510782,973;70947,341;359322,9864;911060,219;476197,78;508802,587;9141;97672;3053951;290,3677384
959448,301;154984;45679;13999;0;892;1925;1752;79753;7590;3394;2093;144775;7949;163;0;75544;573;72214;1445;127;1185;74591;127;826;2732;100,0632163;118,5576211;108,0764952;81,17962615;87,13306351;98,41349154;125,3047856;112,211448;78,08641036;126,1078742;807161;589550;181757;30872;608256;85933;80757;5176;1058;8286;2038;1521;4325;402;31279380,4;3227818,343;19074713,63;801383,254;5794769,814;631099,64;1749595,722;113,9373555;94537,47519;153;277667;1007560,914;1090256,246;393721,761;26332,476;257241,505;839051,499;486379,56;515144,595;5037;81734;2543750;381,2200693
1020995,135;67937;39165;1600;0;1032;664;2075;16722;4424;2255;699;62347;4751;137;0;73825;502;70916;1437;77;893;73030;77;718;2125;103,7834653;120,6331003;99,73619844;98,3637484;95,85908095;92,19564409;105,3964848;115,4375935;96,05663627;128,2918652;1042719;664116;346509;28188;621892;79653;57948;21705;1253;64401;1788;55034;6071;1508;41838328,48;4567267,82;25879299,72;966855,344;7132158,699;949385,382;2343361,515;136,4481194;113400,5804;153;277667;957559,3521;1166713,153;402651,764;23555,484;291944,1541;668899,4103;644386,97;519041,971;5640;57146;3066068;346,2949824
1044209,245;25473;13786;227;0;89;288;2036;3721;3688;1638;187;21223;3954;107;0;68260;160;65441;2043;22;594;67653;22;585;2227;100,2572697;104,1773241;100,2411309;96,95195728;99,27232006;92,84882863;101,2293501;106,675891;80,05162442;122,5969739;1379266;612440;735673;27706;638603;66623;62223;4400;916;13839;3830;1088;1295;7626;53138353,42;5867513,688;32113329,65;1274855,82;7958480,269;2630191,285;3293982,711;128,8493116;107122,3689;152;277538;1040294,148;943170,58;352584,038;47199,086;331976,3106;719659,9801;439958,39;491870,047;5086;73118;3115950;338,7735552
1163272,016;8384;3146;2;0;58;101;1961;1580;245;1291;90;7306;805;169;0;40282;40;37342;2097;25;778;39495;25;762;2295;97,92297336;69,27628103;109,972411;104,0183848;84,83549769;91,54423653;111,2182992;102,2249998;97,96615583;125,9750105;1152510;673099;428202;46312;686194;27151;20555;6596;429;14155;7816;2184;2708;1447;63583855,5;7332725,846;39439869,16;1840921,825;8185963,051;2730995,828;4053379,789;133,9003448;112823,6151;153;279525;959344;1174777;400876;91532;410944;776053;525725;421399;6781;76526;3909588;395,9643024
1263057,102;2937;0;0;5;0;0;1989;0;2;941;197;2153;401;179;0;3708;0;781;2465;46;416;3255;46;407;2210;92,78944778;54,58102332;108,9037522;84,77773;110,3168687;95,04211898;106,0442168;99,47234654;103,6579469;125,3380193;1092605;550682;474477;60182;587467;98438;92768;5670;1363;41878;33539;663;1847;5829;73495503,15;8674225,468;45487116,3;2126759,497;9447338,682;2814911,083;4945077,3;135,1709423;114187,1217;153;279525;909228,0897;1142287,833;438858,942;49432,228;272289,3757;778450,4134;434765,54;566010,594;5453;75620;3823735;444,2373044
1215384,726;3726;0;0;57;0;0;2523;2;1;1143;397;2659;612;42;0;24;0;0;0;0;24;0;0;24;1430;92,57263837;52,78107961;100,1211144;101,6641088;92,00283186;99,59850086;106,9056781;96,69868369;80,38678484;123,386057;1142125;521842;557964;49808;631692;53570;47643;5927;791;3980;1154;731;1191;904;85691506,34;10242414,18;52997718,45;2401670,947;10757682,88;3010528,153;6281416,902;134,6959505;114999,1489;154;281638;909031,074;1180544,976;240893;90301,2;385717,95;618013,2;518695,9;567149;6492;71658;3880088;337,9782061
1293832,259;3059;0;0;0;0;0;1768;4;2;1285;443;1869;606;120;0;2784;0;0;2046;0;738;2376;0;408;1537;98,93245607;59,33947944;100,6114333;109,1278185;105,1348306;99,04350368;137,7991825;104,925841;89,85342806;121,8492624;1095733;484967;515378;78525;635480;77089;70818;6271;1173;38403;14112;485;21572;2234;101298548,9;12139722,79;62387922,96;2840117,515;13019698,77;3317744,719;7593085,915;139,3752795;119065,0694;154;281638;1145533,19;1164490,09;531023;84725;364918;890721;544781,28;509603;5949;81004;3940562;360,2928032
1185777,323;12738;5402;130;69;1;10;1730;3034;2;2360;1228;10677;741;87;0;2964;0;0;1802;0;1162;2283;0;681;1611;100,0666321;66,59193716;110,1398312;104,633092;102,2812667;88,58518243;149,2838549;105,1208397;76,49052931;119,1052136;949884;318997;530455;79465;615320;53345;48591;4754;724;20478;14060;413;5734;271;116391598,4;14301402,16;70804562,73;3437255,231;15093562,65;3862036,177;8892523,285;133,7659642;114755,8101;155;281749;831292;1105664,02;574470;60778;459178;627421;304471,02;545886;5148;66584;3912546;516,3732006
1038573,098;5832;82;0;115;1;0;2842;27;1;2764;1838;3368;572;50;0;32815;0;31038;1085;7;685;32413;7;395;1401;98,48247545;79,47004729;99,59192897;93,79056012;102,539454;106,2687949;134,0176033;104,0618627;121,5037166;112,6474246;1264471;518282;622355;98101;652321;135281;129534;5747;1795;16905;9478;1465;4728;1234;158543104;18662717,77;95651113,5;3863937,265;17317488,61;10802123,72;12245466,98;168,0757356;145376,995;155;281749;1098435;1504146;465077;140023;426712;775025;761354;639490;6297;91420;4252055;507,5634342
1041131,063;26514;0;0;17639;56;9;4760;0;7;4043;3343;22645;465;55;6;82577;2678;78195;1409;19;276;82558;19;0;1663;92,91057493;90,68581775;97,51780959;80,555373;107,955583;98,77526156;122,4536705;71,25999604;66,87735809;103,9532854;1166040;464263;596595;77746;657092;51306;46937;4369;725;13263;8567;1422;1971;1303;3898,065;0;0;0;3898,065;0;0;126,8488078;111429,6891;155;281749;815276,3;1207325,52;201381,182;68089;287376;719908;438223,97;577093,85;14883;62432;4620179;464,3496269
966070,032;12101;0;0;4816;2;6;2024;5;265;4983;3978;7164;910;46;3;75020;338;73013;1319;44;306;74839;44;137;1984;89,21383102;84,6096286;92,02770114;85,69697531;98,93234253;95,82712504;100,618551;82,8990698;49,36940395;100,9633908;1111115;482334;516969;86010;626406;46712;42756;3956;628;7925;1856;727;5342;0;22419441,13;84245,917;19519279,66;771975,835;1594680,879;79219,162;370039,671;126,8264474;113280,2183;155;281749;1000146,34;1046835,32;368242;54409;485382;796204;254839,66;510556;5911;69306;4342939;450,0233053
1193689,802;199269;88630;3379;0;441;855;2095;94504;4527;4838;3534;190489;5221;22;3;85993;521;82807;1797;24;844;85129;24;840;1697;105,0262021;117,2968808;107,8191376;95,21342336;107,5015401;103,8556557;133,45323;106,4831166;66,7989246;98,54887386;1119550;523361;457111;112220;702064;145167;139001;6166;1801;34409;10016;611;23330;452;41391882,68;2112959,777;32074086,14;1685727,508;2268829,95;358773,731;2891505,573;131,7377844;120732,4392;150;281175;966863;1144685,17;428740;65669;452049;775955;350807,17;532737;4505;69536;3838163;563,614176
